# year,price,cluster
7.798396752484932914e-01,-1.745775280067246715e-18,0.000000000000000000e+00
1.032650925234982031e+00,-9.781484854524924791e-03,0.000000000000000000e+00
9.062453002417376613e-01,-9.661516090780059018e-03,0.000000000000000000e+00
1.159056550228226401e+00,-9.541547327035194981e-03,0.000000000000000000e+00
1.159056550228226401e+00,-9.541547327035194981e-03,0.000000000000000000e+00
7.798396752484932914e-01,-1.745775280067246715e-18,0.000000000000000000e+00
-7.370278246704392577e-01,-9.636922494212362897e-03,1.000000000000000000e+00
7.798396752484932914e-01,-1.745775280067246715e-18,0.000000000000000000e+00
6.534340502552489216e-01,-9.061072428237009965e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.901453618269790563e-03,0.000000000000000000e+00
1.032650925234982031e+00,-7.501598468317509719e-03,0.000000000000000000e+00
1.478115502822713867e-01,-1.002082253819593094e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.502859249750863768e-03,0.000000000000000000e+00
4.006228002687601264e-01,-8.461348578276430693e-03,0.000000000000000000e+00
9.062453002417376613e-01,-7.741535995807239529e-03,0.000000000000000000e+00
2.742171752755157565e-01,-6.901754649593184326e-03,0.000000000000000000e+00
1.478115502822713867e-01,-5.702067012144534409e-03,0.000000000000000000e+00
5.270284252620045518e-01,-7.861504759552105301e-03,0.000000000000000000e+00
1.032650925234982031e+00,-6.661817122103454517e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.501598468317509719e-03,0.000000000000000000e+00
7.798396752484932914e-01,-8.461348578276430693e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.861504759552105301e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-8.701286105766160503e-03,1.000000000000000000e+00
5.270284252620045518e-01,-7.381629704572644814e-03,0.000000000000000000e+00
9.062453002417376613e-01,-7.021723413338049231e-03,0.000000000000000000e+00
1.159056550228226401e+00,-7.027601882761548395e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.742015870862219672e-03,0.000000000000000000e+00
1.478115502822713867e-01,-9.235027135667064208e-03,0.000000000000000000e+00
0.000000000000000000e+00,-4.502859249750863768e-03,0.000000000000000000e+00
1.159056550228226401e+00,-6.782265760903298697e-03,0.000000000000000000e+00
0.000000000000000000e+00,-6.302390705923839077e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-9.061072428237009965e-03,1.000000000000000000e+00
9.062453002417376613e-01,-3.423140376047078322e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-1.745775280067246715e-18,1.000000000000000000e+00
7.798396752484932914e-01,-5.822515650944378590e-03,0.000000000000000000e+00
1.032650925234982031e+00,-4.862765540985458483e-03,0.000000000000000000e+00
2.140592528902700645e-02,-8.701765980821139779e-03,0.000000000000000000e+00
1.032650925234982031e+00,-3.663077903536808132e-03,0.000000000000000000e+00
1.478115502822713867e-01,-9.181641035800599399e-03,0.000000000000000000e+00
4.006228002687601264e-01,-8.464227828606306347e-03,0.000000000000000000e+00
6.534340502552489216e-01,-1.745775280067246715e-18,0.000000000000000000e+00
-3.578109496907061482e-01,-8.821254869511024541e-03,1.000000000000000000e+00
6.534340502552489216e-01,-7.921369172660792934e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-1.005681316731939050e-02,1.000000000000000000e+00
2.742171752755157565e-01,-6.362375087796271096e-03,0.000000000000000000e+00
1.032650925234982031e+00,-8.401244227640252554e-03,0.000000000000000000e+00
7.798396752484932914e-01,-8.041937780224382368e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.766009623611192132e-03,0.000000000000000000e+00
2.140592528902700645e-02,-9.685509843529033214e-03,0.000000000000000000e+00
-8.634334496636836276e-01,-1.012279598737906607e-02,1.000000000000000000e+00
-4.842165746839505180e-01,-9.840869392578633149e-03,1.000000000000000000e+00
2.140592528902700645e-02,-9.439573877852059855e-03,0.000000000000000000e+00
6.534340502552489216e-01,-9.482162788981486623e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.727498910839736321e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.608729834732319605e-03,1.000000000000000000e+00
2.742171752755157565e-01,-7.442093961500056976e-03,0.000000000000000000e+00
-8.634334496636836276e-01,-9.900853774451065167e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-9.241145542618052142e-03,1.000000000000000000e+00
-3.644357199515059875e+00,-9.625525461656599460e-03,2.000000000000000000e+00
-1.049996997042173669e-01,-7.646040859866327227e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-9.301609799545465171e-03,1.000000000000000000e+00
6.534340502552489216e-01,-7.286134568631732512e-03,0.000000000000000000e+00
5.270284252620045518e-01,-7.021603444574304846e-03,0.000000000000000000e+00
-4.842165746839505180e-01,-9.541067451980215705e-03,1.000000000000000000e+00
9.062453002417376613e-01,-7.177442868678884057e-03,0.000000000000000000e+00
4.006228002687601264e-01,-7.981353554533224953e-03,0.000000000000000000e+00
-1.369055949636661218e+00,-9.720900628833767376e-03,1.000000000000000000e+00
-2.253895324589371807e+00,-1.043471477311571499e-02,1.000000000000000000e+00
2.140592528902700645e-02,-8.221291082022954763e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.960838156323498921e-03,1.000000000000000000e+00
-7.562931574305635785e+00,-9.600931865088903339e-03,2.000000000000000000e+00
-7.370278246704392577e-01,-8.881119282619712174e-03,1.000000000000000000e+00
-6.930903449339413491e+00,-9.780885010706201130e-03,2.000000000000000000e+00
-7.370278246704392577e-01,-1.030874757118360741e-02,1.000000000000000000e+00
4.006228002687601264e-01,-9.421578563290329209e-03,0.000000000000000000e+00
-9.898390746569279974e-01,-1.021277256018771409e-02,1.000000000000000000e+00
-3.578109496907061482e-01,-9.625525461656599460e-03,1.000000000000000000e+00
-4.842165746839505180e-01,-1.008140676388708662e-02,1.000000000000000000e+00
-1.049996997042173669e-01,-1.008080692006836296e-02,1.000000000000000000e+00
-2.314053246974617506e-01,-9.492959977718524664e-03,1.000000000000000000e+00
-4.842165746839505180e-01,-1.006881004369387586e-02,1.000000000000000000e+00
-4.842165746839505180e-01,-9.996828785446956744e-03,1.000000000000000000e+00
6.534340502552489216e-01,-5.713943919755276254e-03,0.000000000000000000e+00
6.534340502552489216e-01,-8.245884678590652619e-03,0.000000000000000000e+00
-4.149979699488037355e+00,-8.881119282619712174e-03,2.000000000000000000e+00
2.140592528902700645e-02,-8.389847195084490852e-03,0.000000000000000000e+00
-1.242650324643416848e+00,-1.011679754919182252e-02,1.000000000000000000e+00
-3.578109496907061482e-01,-9.996828785446956744e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-1.011679754919182252e-02,1.000000000000000000e+00
9.062453002417376613e-01,-3.663077903536808132e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.801400408915927162e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.504956854093011762e-03,0.000000000000000000e+00
-1.369055949636661218e+00,-1.029675069480912031e-02,1.000000000000000000e+00
5.270284252620045518e-01,-8.161906543969246405e-03,0.000000000000000000e+00
7.798396752484932914e-01,-8.305869060463084638e-03,0.000000000000000000e+00
1.032650925234982031e+00,-7.742015870862219672e-03,0.000000000000000000e+00
6.534340502552489216e-01,-9.001687890183301607e-03,0.000000000000000000e+00
4.006228002687601264e-01,-6.073850210989870969e-03,0.000000000000000000e+00
-7.436525949312390971e+00,-8.521812835203841988e-03,2.000000000000000000e+00
-2.314053246974617506e-01,-7.921369172660792934e-03,1.000000000000000000e+00
9.062453002417376613e-01,-8.473225485887171671e-03,0.000000000000000000e+00
9.062453002417376613e-01,-7.213553466566088868e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.061072428237009965e-03,0.000000000000000000e+00
-1.495461574629905588e+00,-1.032074444755809277e-02,1.000000000000000000e+00
-7.370278246704392577e-01,-1.028475381843463321e-02,1.000000000000000000e+00
5.270284252620045518e-01,-9.205634788549571859e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-8.497819082454869527e-03,1.000000000000000000e+00
-3.578109496907061482e-01,-9.420978719471605548e-03,1.000000000000000000e+00
-1.116244699650172478e+00,-9.181041191981875738e-03,1.000000000000000000e+00
2.742171752755157565e-01,-9.301129924490485895e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-9.721500472652492772e-03,1.000000000000000000e+00
4.006228002687601264e-01,-9.301609799545465171e-03,0.000000000000000000e+00
2.742171752755157565e-01,-8.965697261059842049e-03,0.000000000000000000e+00
5.270284252620045518e-01,-9.325603552294437631e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.121656653928167380e-03,0.000000000000000000e+00
2.742171752755157565e-01,-8.401844071458976215e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.802000252734651690e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.301609799545465171e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.990830347259714930e-03,1.000000000000000000e+00
6.534340502552489216e-01,-8.461828453331409969e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.541547327035194981e-03,1.000000000000000000e+00
7.798396752484932914e-01,-6.926228277397136930e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.766009623611192132e-03,0.000000000000000000e+00
1.032650925234982031e+00,-8.041937780224382368e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.166165804886866740e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.721500472652492772e-03,0.000000000000000000e+00
5.270284252620045518e-01,-8.965697261059842049e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.205634788549571859e-03,0.000000000000000000e+00
6.534340502552489216e-01,-6.122437560306541286e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-7.550065848870435650e-03,1.000000000000000000e+00
6.534340502552489216e-01,-8.641781598948707760e-03,0.000000000000000000e+00
6.534340502552489216e-01,-8.401844071458976215e-03,0.000000000000000000e+00
2.742171752755157565e-01,-8.761750362693571798e-03,0.000000000000000000e+00
5.270284252620045518e-01,-8.245884678590652619e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.301609799545465171e-03,0.000000000000000000e+00
2.742171752755157565e-01,-9.421578563290329209e-03,0.000000000000000000e+00
9.062453002417376613e-01,-9.043676957494004714e-03,0.000000000000000000e+00
-1.049996997042173669e-01,-9.541547327035194981e-03,1.000000000000000000e+00
1.159056550228226401e+00,-6.127236310856335778e-03,0.000000000000000000e+00
6.534340502552489216e-01,-6.604711990560899020e-03,0.000000000000000000e+00
1.159056550228226401e+00,-6.086446931183081728e-03,0.000000000000000000e+00
7.798396752484932914e-01,-9.229628541298546054e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.265619170422005613e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.622047107117353899e-03,0.000000000000000000e+00
9.062453002417376613e-01,-8.845728497314978012e-03,0.000000000000000000e+00
9.062453002417376613e-01,-7.987951836539192163e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.766009623611192132e-03,0.000000000000000000e+00
7.798396752484932914e-01,-9.061072428237009965e-03,0.000000000000000000e+00
-8.634334496636836276e-01,-1.015338802213400574e-02,1.000000000000000000e+00
-6.106221996771948879e-01,-9.552944359590956683e-03,1.000000000000000000e+00
-3.012329074548838026e+00,-9.241025573854307756e-03,2.000000000000000000e+00
-2.314053246974617506e-01,-9.468966224969552203e-03,1.000000000000000000e+00
-1.874678449609638697e+00,-1.030874757118360741e-02,1.000000000000000000e+00
-4.842165746839505180e-01,-9.792881887080686493e-03,1.000000000000000000e+00
4.006228002687601264e-01,-9.540947483216471320e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.876860021702092707e-03,1.000000000000000000e+00
-4.842165746839505180e-01,-9.348997461224686431e-03,1.000000000000000000e+00
5.270284252620045518e-01,-8.790542865992340485e-03,0.000000000000000000e+00
6.534340502552489216e-01,-8.701765980821139779e-03,0.000000000000000000e+00
1.478115502822713867e-01,-7.525472252302737794e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-8.790542865992340485e-03,1.000000000000000000e+00
4.006228002687601264e-01,-1.745775280067246715e-18,0.000000000000000000e+00
7.798396752484932914e-01,-6.781665917084575036e-03,0.000000000000000000e+00
-3.012329074548838026e+00,-1.018877880743874163e-02,2.000000000000000000e+00
1.032650925234982031e+00,-7.873381667162846279e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.781484854524924791e-03,0.000000000000000000e+00
-1.495461574629905588e+00,-1.032074444755809277e-02,1.000000000000000000e+00
-3.578109496907061482e-01,-1.002094250695967532e-02,1.000000000000000000e+00
5.270284252620045518e-01,-7.801400408915927162e-03,0.000000000000000000e+00
-1.369055949636661218e+00,-1.044071321130295854e-02,1.000000000000000000e+00
-1.116244699650172478e+00,-9.900853774451065167e-03,1.000000000000000000e+00
-1.621867199623149958e+00,-9.960838156323498921e-03,1.000000000000000000e+00
9.062453002417376613e-01,-8.659177069691713011e-03,0.000000000000000000e+00
-2.127489699596127437e+00,-1.009880223463009360e-02,1.000000000000000000e+00
1.478115502822713867e-01,-9.504956854093011762e-03,0.000000000000000000e+00
4.006228002687601264e-01,-7.633444139673116469e-03,0.000000000000000000e+00
-1.495461574629905588e+00,-1.026076006568566075e-02,1.000000000000000000e+00
-4.149979699488037355e+00,-1.026076006568566075e-02,2.000000000000000000e+00
-8.634334496636836276e-01,-9.217031821105335296e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-8.221890925841680159e-03,1.000000000000000000e+00
-3.578109496907061482e-01,-8.281875307714112178e-03,1.000000000000000000e+00
6.534340502552489216e-01,-9.265619170422005613e-03,0.000000000000000000e+00
9.062453002417376613e-01,-8.221890925841680159e-03,0.000000000000000000e+00
1.478115502822713867e-01,-7.406103332376597417e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.562062725244921881e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-9.205634788549571859e-03,1.000000000000000000e+00
7.798396752484932914e-01,-8.245884678590652619e-03,0.000000000000000000e+00
-1.116244699650172478e+00,-5.342160720909938827e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-8.701166137002414383e-03,1.000000000000000000e+00
6.534340502552489216e-01,-8.965697261059842049e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.286134568631732512e-03,0.000000000000000000e+00
1.032650925234982031e+00,-7.766009623611192132e-03,0.000000000000000000e+00
6.534340502552489216e-01,-8.401844071458976215e-03,0.000000000000000000e+00
2.140592528902700645e-02,-9.900853774451065167e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-1.014079130194079498e-02,1.000000000000000000e+00
2.140592528902700645e-02,-9.913450494644275926e-03,0.000000000000000000e+00
-1.621867199623149958e+00,-9.481562945162762962e-03,1.000000000000000000e+00
-1.049996997042173669e-01,-9.325603552294437631e-03,1.000000000000000000e+00
7.798396752484932914e-01,-7.885978387356057037e-03,0.000000000000000000e+00
7.798396752484932914e-01,-8.005947151100922810e-03,0.000000000000000000e+00
-1.116244699650172478e+00,-5.342160720909938827e-03,1.000000000000000000e+00
5.270284252620045518e-01,-9.097063057360469523e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-9.570939674152687329e-03,1.000000000000000000e+00
-1.621867199623149958e+00,-9.360994337599173529e-03,1.000000000000000000e+00
2.742171752755157565e-01,-9.301609799545465171e-03,0.000000000000000000e+00
-6.106221996771948879e-01,-9.913450494644275926e-03,1.000000000000000000e+00
-3.578109496907061482e-01,-9.001687890183301607e-03,1.000000000000000000e+00
-1.049996997042173669e-01,-9.661516090780059018e-03,1.000000000000000000e+00
-9.898390746569279974e-01,-1.010480067281733542e-02,1.000000000000000000e+00
-6.106221996771948879e-01,-9.750892819769985120e-03,1.000000000000000000e+00
2.742171752755157565e-01,-6.073850210989870969e-03,0.000000000000000000e+00
2.742171752755157565e-01,-8.713163013376901481e-03,0.000000000000000000e+00
-1.369055949636661218e+00,-1.005681316731939050e-02,1.000000000000000000e+00
-1.369055949636661218e+00,-9.360994337599173529e-03,1.000000000000000000e+00
-1.621867199623149958e+00,-1.014091127070454110e-02,1.000000000000000000e+00
-9.898390746569279974e-01,-9.600931865088903339e-03,1.000000000000000000e+00
-6.106221996771948879e-01,-1.011679754919182252e-02,1.000000000000000000e+00
-3.578109496907061482e-01,-9.444972472220578008e-03,1.000000000000000000e+00
-6.106221996771948879e-01,-9.420978719471605548e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-9.361594181417897190e-03,1.000000000000000000e+00
-2.314053246974617506e-01,-8.790542865992340485e-03,1.000000000000000000e+00
5.270284252620045518e-01,-9.685509843529033214e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.445572316039303404e-03,0.000000000000000000e+00
-2.380300949582616177e+00,-9.672913123335822455e-03,1.000000000000000000e+00
2.742171752755157565e-01,-5.821915807125654062e-03,0.000000000000000000e+00
9.062453002417376613e-01,-8.041937780224382368e-03,0.000000000000000000e+00
2.140592528902700645e-02,-9.445572316039303404e-03,0.000000000000000000e+00
7.798396752484932914e-01,-8.125915914845786847e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.562062725244921881e-03,0.000000000000000000e+00
6.534340502552489216e-01,-9.553544203409682078e-03,0.000000000000000000e+00
-1.621867199623149958e+00,-9.804878763455173590e-03,1.000000000000000000e+00
2.742171752755157565e-01,-8.413840947833463313e-03,0.000000000000000000e+00
1.032650925234982031e+00,-9.421578563290329209e-03,0.000000000000000000e+00
1.032650925234982031e+00,-8.281875307714112178e-03,0.000000000000000000e+00
7.798396752484932914e-01,-7.981953398351948614e-03,0.000000000000000000e+00
9.062453002417376613e-01,-9.121056810109441984e-03,0.000000000000000000e+00
2.140592528902700645e-02,-8.881119282619712174e-03,0.000000000000000000e+00
9.062453002417376613e-01,-1.745775280067246715e-18,0.000000000000000000e+00
-6.106221996771948879e-01,-9.925447371018763024e-03,1.000000000000000000e+00
2.742171752755157565e-01,-6.362375087796271096e-03,0.000000000000000000e+00
1.478115502822713867e-01,-9.720900628833767376e-03,0.000000000000000000e+00
-3.578109496907061482e-01,-1.006881004369387586e-02,1.000000000000000000e+00
2.140592528902700645e-02,-9.685509843529033214e-03,0.000000000000000000e+00
6.534340502552489216e-01,-7.802840034080865857e-03,0.000000000000000000e+00
9.062453002417376613e-01,-7.741416027043495143e-03,0.000000000000000000e+00
2.742171752755157565e-01,-7.442093961500056976e-03,0.000000000000000000e+00
1.478115502822713867e-01,-9.433575439664816306e-03,0.000000000000000000e+00
9.062453002417376613e-01,-5.742016610471574294e-03,0.000000000000000000e+00
-7.370278246704392577e-01,-9.540947483216471320e-03,1.000000000000000000e+00
-3.012329074548838026e+00,-1.026076006568566075e-02,2.000000000000000000e+00
7.798396752484932914e-01,-7.681431645171062257e-03,0.000000000000000000e+00
1.032650925234982031e+00,-9.123456185384340097e-03,0.000000000000000000e+00
-3.578109496907061482e-01,-9.952800249152592149e-03,1.000000000000000000e+00
1.478115502822713867e-01,-9.432975595846092645e-03,0.000000000000000000e+00
2.742171752755157565e-01,-8.521212991385118327e-03,0.000000000000000000e+00
6.534340502552489216e-01,-9.661516090780059018e-03,0.000000000000000000e+00
4.006228002687601264e-01,-9.781484854524924791e-03,0.000000000000000000e+00
-3.578109496907061482e-01,-9.781484854524924791e-03,1.000000000000000000e+00
-6.106221996771948879e-01,-9.721500472652492772e-03,1.000000000000000000e+00
1.478115502822713867e-01,-9.996828785446956744e-03,0.000000000000000000e+00
-4.842165746839505180e-01,-1.014079130194079498e-02,1.000000000000000000e+00
-1.495461574629905588e+00,-1.016754433625590044e-02,1.000000000000000000e+00
-1.242650324643416848e+00,-1.005081472913214695e-02,1.000000000000000000e+00
-9.898390746569279974e-01,-1.002142238201465460e-02,1.000000000000000000e+00
1.478115502822713867e-01,-9.781484854524924791e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-1.002142238201465460e-02,1.000000000000000000e+00
-1.049996997042173669e-01,-9.865462989146331005e-03,1.000000000000000000e+00
-1.242650324643416848e+00,-1.014139114575952037e-02,1.000000000000000000e+00
7.798396752484932914e-01,-9.301609799545465171e-03,0.000000000000000000e+00
-2.314053246974617506e-01,-7.513475375928251564e-03,1.000000000000000000e+00
5.270284252620045518e-01,-5.474006392265545577e-03,0.000000000000000000e+00
1.478115502822713867e-01,-6.553725265969331457e-03,0.000000000000000000e+00
7.798396752484932914e-01,-5.713943919755276254e-03,0.000000000000000000e+00
