# model,cylinder,fuel,transmission,type,Y_test,Y_pred
-3.156361241422206421e-01,9.034292708975973918e-01,1.461034881564278742e-01,-2.589738586266715270e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.277926547119738743e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.337720739072986831e+00,-7.479667865462878984e-01,1.461034881564278742e-01,8.480150996031113886e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.969968543937126448e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.030264547144534193e-01,1.104850881459847667e+00,1.461034881564278742e-01,-6.024455639312801258e-01,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.499873950895006081e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.314948646188012438e+00,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.040648007622722693e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015620527482195723e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.826802159481198840e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015836605891642125e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.719264630584188547e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.042546235938698773e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.744012758617088377e-01,5.754744048866657913e-01,1.461034881564278742e-01,1.624640599684837872e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.338781186453353644e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.948274407038141698e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631773880441319e+00,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.580032478404302276e-01,3.107861666000752976e-01,1.461034881564278742e-01,-7.052664212704912172e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.360622889843260297e-01,3.107829704964087947e-01,1.461034881564278742e-01,-2.589736306644368380e+00,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
-6.022685998546158936e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.845470371174890711e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631650407395975e+00,-1.484763665686528844e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.955134675263207278e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015839010322862918e-02,2.164686990710298908e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.302236901834042658e-04,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,1.188601478932491906e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.633844356365262707e+00,3.107861666000752976e-01,1.461034881564278742e-01,5.252070880783851203e-01,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.040648007622722693e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.739878716199421582e+00,6.215240240133056426e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.963108275712060591e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015838706548732068e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.109095560220242138e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.047415217707199253e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015834837760078740e-02,7.025346029358570110e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.654836201063378809e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.310196428491332998e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.744812019374805789e-01,1.104850881459847667e+00,1.461034881564278742e-01,-8.050326138430434764e-01,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.097501798961416641e-01,1.104843734920293308e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.596383888209248814e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015854627580027481e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.021777057685340218e+00,8.401626431732570621e-01,3.331012692290019839e+00,1.234631634577518344e+00,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.314948646188012438e+00,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.401311387658187080e+00,3.107861666000752976e-01,1.461034881564278742e-01,-2.242331089717067627e+00,2.164686990710298908e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.942527471036863851e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015850611150551669e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.003743888683567009e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-5.337571071443613091e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.737409132808340528e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.043842104492790801e-01,7.835461539902162098e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.081571249638588306e+00,-7.479667865462878984e-01,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.293385638026377293e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015850319797559242e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.224908638111787719e-03,-1.277343263119469219e+00,-3.038805715977164645e+00,3.279419346738465246e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.721162858900164627e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015858894015793962e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.279824775435714823e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.212508830143772531e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631648852963171e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.240073314022595019e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015824978249567245e-02,7.025350890017609817e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.817311017901318437e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015842795612921401e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.879784038307335370e-02,-1.277343263119469219e+00,1.461034881564278742e-01,-8.050325811701759537e-01,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.008378126251128659e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.166505058182201404e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.472606282729670646e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.196956681096543962e-01,-7.479667865462878984e-01,1.461034881564278742e-01,-1.739878716199421582e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.003743888683567009e+00,-7.479667865462878984e-01,1.461034881564278742e-01,-1.033308951280600629e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.326402529102339578e-01,1.104850881459847667e+00,1.461034881564278742e-01,2.932482280482165415e-01,1.026579348955581894e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.583541305991895243e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.600736694058059184e+00,3.107861666000752976e-01,1.738558090223224051e+00,2.958330367263693472e-01,7.025350890017609817e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.475629921025615077e-01,8.070766059921290481e-01,3.331012692290019839e+00,1.105311484064097627e+00,2.164686990710298908e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.110423074653830389e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631853554833736e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.425543339771397133e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455679194183365111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.622944719967385430e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.016226051867915342e-02,7.025350890017609817e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.451304910771815226e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.976029551404474338e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.613075178111904151e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.672869370065152017e+00,5.754744048866657913e-01,1.461034881564278742e-01,3.843524041494010279e-01,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.191613954002505471e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015851762191862545e-02,-2.695976908597011446e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.189782341405408617e-01,1.033952113428624253e+00,-1.446351113910368191e+00,2.608516581345167104e-02,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.608218274099584955e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620556758153429922e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.006020517275143744e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631833534533207e+00,1.188601478932491906e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.305450857701392575e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015829664496973345e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.610337515741040892e-01,-1.277343303054109924e+00,1.461034881564278742e-01,8.097017038690320634e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.011803731709172052e-03,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.110423074653830389e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631773880441319e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.143439965729792673e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.136579697504727093e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631958513053629e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.900818699138738577e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
-9.989983178936266972e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.837092561818797487e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.485920323363213724e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631773880441319e+00,-1.160719405732708154e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.650885061651944263e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404158730132151200e+00,3.107861666000752976e-01,1.461034881564278742e-01,-2.589738785506742413e+00,-2.695976908597011446e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.013194856966278534e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.808619137079155448e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015834434048568685e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.939896597682049029e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631832496221548e+00,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.525402430813763810e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.589738856222238983e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.211131073702881589e-02,3.107861666000752976e-01,1.461034881564278742e-01,7.950488655858566345e-01,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.003743888683567009e+00,3.107861666000752976e-01,1.461034881564278742e-01,-8.177052193427821747e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.583541305991895243e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.533376031262617123e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.363788599738689461e-02,3.107861666000752976e-01,1.461034881564278742e-01,-4.727994804787759575e-01,-2.656449589433563033e-02,0.000000000000000000e+00,0.000000000000000000e+00
-4.143439965729792673e-01,5.754744048866657913e-01,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.295010601963523911e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.314280514167644354e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234631837758658701e+00,1.188601478932491906e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.165931076477147110e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.797529473983838555e-01,-1.277343263119469219e+00,1.461034881564278742e-01,2.389001140385202671e-01,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.675743154960826486e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.075755608827907300e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.900818699138738577e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.006020517275143744e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631840720407991e+00,-2.695976908597011446e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.533376031262617123e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.338781186453353644e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.348160994810855495e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,8.097017038690320634e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.021777057685340218e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.826802159481198840e-01,8.401626431732570621e-01,1.461034881564278742e-01,-4.015838322131970450e-02,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.710277587167816415e-01,-3.611148669589960281e-01,-3.038805715977164645e+00,-4.015835474298129482e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.249360064239507517e-01,3.107861666000752976e-01,1.461034881564278742e-01,8.071135957409449890e-01,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.491981330830561614e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.493498871961589258e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.499873950895006081e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.739878716199421582e+00,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.472606282729670646e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.423252346514291222e+00,1.104850881459847667e+00,1.461034881564278742e-01,-2.589738856222238983e+00,2.164686990710298908e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.202218427806173606e-01,-4.832785482596969606e-01,1.461034881564278742e-01,5.427042581961107753e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.170000797487929844e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.498042338297909226e-01,1.104850881459847667e+00,-3.038805715977164645e+00,1.385445604334382096e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.151817775085885898e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.292488922965126241e-01,-1.484763671762346027e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.335579599216150770e-01,-1.277343263119469219e+00,1.461034881564278742e-01,6.882931124372013709e-01,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.084307258890173653e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.147060126539764635e+00,-2.185903099731064669e-01,1.461034881564278742e-01,-2.589738709131078842e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.272343195394189053e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631873602660246e+00,-1.484763665686528844e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.665452752623228116e-01,5.754744048866657913e-01,1.461034881564278742e-01,-4.650885061651944263e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.487680776035100960e+00,8.401626431732570621e-01,1.461034881564278742e-01,-1.739878716199421582e+00,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.650885061651944263e-01,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.134721642485919890e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.736460018650352266e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-1.952343751205125821e+00,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.212508830143772531e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631766525883911e+00,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.302236901834042658e-04,3.107861666000752976e-01,1.461034881564278742e-01,6.307837138259644316e-01,-2.695976908597011446e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.156439934897266486e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015849351934383527e-02,2.974797640594852299e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.403209615974163160e+00,3.107861666000752976e-01,1.461034881564278742e-01,-2.565823701661412937e+00,-2.695976908597011446e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.722223306280531441e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.040648007622722693e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.739878716199421582e+00,6.215240240133056426e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.034953322674794451e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.504811130890031379e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.025462181094913827e+00,1.104850881459847667e+00,-3.038805715977164645e+00,-1.731206655569610620e+00,9.455682839671264439e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.297969277659866805e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.650885061651944263e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.320341521634992521e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.139501332506500209e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.065333815892138603e-02,3.107861666000752976e-01,1.461034881564278742e-01,1.020335059715618220e+00,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.567111202711888529e-01,-2.185903099731064669e-01,1.461034881564278742e-01,1.234631948332172824e+00,-5.126308858250666622e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.031063807902252716e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.145692763393478142e+00,-1.484763665686528844e+00,0.000000000000000000e+00,1.000000000000000000e+00
-8.775117056711544405e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-9.446898990968275456e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.739878716199421582e+00,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.487680776035100960e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.739878716199421582e+00,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.583652639214274016e+00,3.107861666000752976e-01,1.461034881564278742e-01,6.941757868622226990e-01,7.025350890017609817e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.226785715810762012e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.822258693144878317e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015830163443607354e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.100553532798349554e+00,3.107861666000752976e-01,1.461034881564278742e-01,-8.900185761766035153e-01,-7.556640807904322354e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,-7.556640807904322354e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.311649640812829531e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015830271948484659e-02,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.394093637075428216e-02,3.107861666000752976e-01,1.461034881564278742e-01,-2.516098858107025313e-02,7.025350890017609817e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.553390666261757369e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-6.746530158019771184e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.238175085706618717e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015819301964834720e-02,7.025350890017609817e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.746643631971903199e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.595991123268118983e+00,7.894259955831629816e-02,1.461034881564278742e-01,5.512390705273696456e-01,2.164686990710298908e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.480577596269176066e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,-8.900185761766035153e-01,-1.484763665686528844e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500968374246933745e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.999160249050078164e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.589738856222238983e+00,1.431634673897857590e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.820741152013851227e-01,-4.832785482596969606e-01,3.331012692290019839e+00,-8.900185761766035153e-01,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.081571249638588306e+00,3.107861666000752976e-01,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.942527471036863851e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015830491344041936e-02,-1.484763665686528844e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.802477149227398989e-01,3.107863411502372886e-01,1.461034881564278742e-01,-1.883326423954868600e+00,2.164686990710298908e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.794099339871306320e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.264638948907905736e+00,-2.185903099731064669e-01,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.365166356179580265e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-2.589738856222238983e+00,4.595018940363954085e-01,0.000000000000000000e+00,0.000000000000000000e+00
