# model,cylinder,fuel,transmission,type,Y_train
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.318849789135604134e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
4.787724260937888943e-01,8.401626431732570621e-01,1.461034881564278742e-01,1.234630499091506017e+00,-1.484763665686528844e+00,0.000000000000000000e+00
1.393718474394282536e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-2.586938542106220207e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-1.338781186453353644e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
1.659470438630940459e+00,1.104850881459847667e+00,1.461034881564278742e-01,5.682071351424690386e-02,-1.484763665686528844e+00,1.000000000000000000e+00
2.357992016488445197e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.299418699287348100e-01,7.025350890017609817e-01,1.000000000000000000e+00
1.612963844889525378e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-3.554989187777193305e-01,1.104850881459847667e+00,1.461034881564278742e-01,8.816050440548973688e-01,9.455682839671264439e-01,0.000000000000000000e+00
7.359823629085542329e-01,-1.277343263119469219e+00,1.461034881564278742e-01,7.676292381815601473e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-1.583652639214274016e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.070480953664845636e+00,7.025350890017609817e-01,0.000000000000000000e+00
-1.081571249638588306e+00,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00
4.189782341405408617e-01,1.033952113428624253e+00,-1.446351113910368191e+00,2.608516581345167104e-02,7.025350890017609817e-01,0.000000000000000000e+00
-1.409015634144470397e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015854193868004934e-02,7.025350890017609817e-01,1.000000000000000000e+00
-1.003743888683567009e+00,4.609792831348476227e-02,1.461034881564278742e-01,-1.033308951280600629e+00,-1.484763665686528844e+00,0.000000000000000000e+00
8.982808839245131072e-01,1.104850881459847667e+00,1.461034881564278742e-01,5.811677624951369081e-01,1.188601478932491906e+00,0.000000000000000000e+00
-2.843153569286145377e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234631687621996265e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.751672287599871647e-01,3.107861666000752976e-01,1.461034881564278742e-01,4.004797214363708946e-01,-1.484763665686528844e+00,0.000000000000000000e+00
-1.129976071695979467e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015826613563355796e-02,7.025350890017609817e-01,1.000000000000000000e+00
1.264638948907905736e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,1.000000000000000000e+00
1.655383115360174739e-02,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-1.241022428180583059e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.719137575782356264e-01,7.025350890017609817e-01,1.000000000000000000e+00
-8.699187924072500078e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-1.338781186453353644e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,1.000000000000000000e+00
3.079318776559373805e-01,3.107861666000752976e-01,1.461034881564278742e-01,5.392917574354008092e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-1.391931579300685229e+00,-1.277343263119469219e+00,-3.038805715977164645e+00,1.234631773880441319e+00,1.431634673897857590e+00,1.000000000000000000e+00
-5.196956681096543962e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.589738856222238983e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-1.286606350185720282e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015838439952362088e-02,7.025350890017609817e-01,1.000000000000000000e+00
2.395956582807967639e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,1.431634673897857590e+00,1.000000000000000000e+00
1.537983826408468202e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-1.739878716199421582e+00,-5.126308858250666622e-01,1.000000000000000000e+00
1.779032380115726231e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,1.000000000000000000e+00
-1.865565986558439249e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-9.354341117301366582e-02,4.609792831348476227e-02,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,0.000000000000000000e+00
-1.717477735490591018e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,0.000000000000000000e+00
-7.455848377108136305e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00
-4.959678141599527801e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015846544525854267e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.085367706270540467e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
-3.469568913558267464e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-1.478872846946129305e-01,9.455682839671264439e-01,0.000000000000000000e+00
-9.259165277285457130e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015839938098588607e-02,7.025350890017609817e-01,0.000000000000000000e+00
-1.700393680646805850e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00
-1.837092561818797487e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-3.820741152013851227e-01,1.104850881459847667e+00,1.461034881564278742e-01,-8.900185761766035153e-01,6.215240240133056426e-01,0.000000000000000000e+00
1.575948392727990699e+00,-1.080873809173711564e+00,-3.038805715977164645e+00,-2.589738856222238983e+00,9.455682839671264439e-01,0.000000000000000000e+00
1.283621232067667206e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015841915749452512e-02,9.455682839671264439e-01,1.000000000000000000e+00
7.900818699138738577e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.314948646188012438e+00,-1.484763665686528844e+00,1.000000000000000000e+00
-7.408392669208733183e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015856567096669910e-02,9.455682839671264439e-01,0.000000000000000000e+00
-6.212508830143772531e-01,-7.479667865462878984e-01,1.461034881564278742e-01,1.234631648852963171e+00,-1.484763665686528844e+00,0.000000000000000000e+00
1.353855679758783737e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015856330970352800e-02,-1.484763665686528844e+00,1.000000000000000000e+00
-4.095984257830389552e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,9.455668257767060325e-01,0.000000000000000000e+00
1.864452654334651793e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-2.656449589433563033e-02,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,-7.556640807904322354e-01,1.000000000000000000e+00
5.622944719967385430e-01,-1.277343263119469219e+00,-3.038805715977164645e+00,-2.589737900129940318e+00,7.025350890017609817e-01,1.000000000000000000e+00
1.161185505687206909e+00,-1.070195886343698666e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,0.000000000000000000e+00
-4.561050195244540917e-01,7.645374322342306517e-01,3.331012692290019839e+00,-2.306344315330334238e-01,-1.484763665686528844e+00,0.000000000000000000e+00
1.327280483335117944e+00,3.107861666000752976e-01,1.461034881564278742e-01,5.738275411967498352e-01,7.025350890017609817e-01,0.000000000000000000e+00
-4.665452752623228116e-01,3.107861666000752976e-01,1.461034881564278742e-01,8.097017038690320634e-01,-1.484763665686528844e+00,0.000000000000000000e+00
1.441174182293685657e+00,3.107861666000752976e-01,1.461034881564278742e-01,6.646766006135812477e-01,1.188601478932491906e+00,0.000000000000000000e+00
1.518052429090718913e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631639296368322e+00,-2.695976908597011446e-01,0.000000000000000000e+00
-1.078723907164623963e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015857779706310388e-02,7.025350890017609817e-01,1.000000000000000000e+00
-6.326402529102339578e-01,1.104850881459847667e+00,1.461034881564278742e-01,7.071324841400825623e-01,9.455682839671264439e-01,0.000000000000000000e+00
-4.342753938907286115e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234632037711771213e+00,1.188601478932491906e+00,0.000000000000000000e+00
-6.022685998546158936e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00
1.698384119108450996e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00
-1.504876164101264679e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015839801118411406e-02,1.067084851070667195e+00,0.000000000000000000e+00
-1.299867505975842885e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00
3.269141608156986845e-01,-2.185903099731064669e-01,1.461034881564278742e-01,1.234631687832113522e+00,7.025350890017609817e-01,0.000000000000000000e+00
-1.353967012981162510e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,7.025350890017609817e-01,1.000000000000000000e+00
1.603472703309644753e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
6.088010657381536239e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00
-7.920914314522287114e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631872989248702e+00,7.025350890017609817e-01,0.000000000000000000e+00
-5.234921247416066681e-01,1.104850881459847667e+00,1.461034881564278742e-01,-6.775535411708989431e-01,-1.885866258712460553e-01,0.000000000000000000e+00
-4.969169283179408203e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015850981175396461e-02,-1.484763665686528844e+00,0.000000000000000000e+00
2.880004803381880363e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00
4.246729190884692695e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015832233322590150e-02,-7.556640807904322354e-01,0.000000000000000000e+00
-9.135780436747009681e-01,-4.832785482596969606e-01,1.461034881564278742e-01,2.147996058530600161e-01,7.835461539902162098e-01,0.000000000000000000e+00
1.104238656207922942e+00,1.104851050999954509e+00,1.461034881564278742e-01,8.964873439227698526e-01,4.595018940363954085e-01,0.000000000000000000e+00
9.106193679783579631e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-2.543382848810697094e+00,-7.556640807904322354e-01,1.000000000000000000e+00
-1.350170556349210349e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,1.431634673897857590e+00,0.000000000000000000e+00
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00
-6.402331661741385016e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015849881026627155e-02,-1.241730470721163160e+00,0.000000000000000000e+00
3.439982156594837970e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015849155835933548e-02,-7.556640807904322354e-01,0.000000000000000000e+00
1.305450857701392575e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015829664496973345e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.441285515516064430e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
1.042546235938698773e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00
7.805907283339932334e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-6.744012758617088377e-01,5.754744048866657913e-01,1.461034881564278742e-01,1.624640599684837872e-01,7.025350890017609817e-01,1.000000000000000000e+00
1.264638948907905736e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,4.595018940363954085e-01,1.000000000000000000e+00
-1.151805697329705058e+00,3.107862383121142713e-01,1.461034881564278742e-01,-4.015850851894289808e-02,2.164686990710298908e-01,0.000000000000000000e+00
-1.505825278259252720e+00,3.107861666000752976e-01,-3.038805715977164645e+00,-4.015843615378558024e-02,4.595018940363954085e-01,0.000000000000000000e+00
-6.051159423285801253e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,2.164686990710298908e-01,0.000000000000000000e+00
9.618715325097134672e-01,1.104850881459847667e+00,1.461034881564278742e-01,-2.589735031855433078e+00,6.215240240133056426e-01,0.000000000000000000e+00
1.042546235938698773e+00,1.104850881459847667e+00,1.461034881564278742e-01,8.097017038690320634e-01,4.595018940363954085e-01,0.000000000000000000e+00
-8.794099339871306320e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-2.340123065552471293e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015838412153294179e-02,9.455682839671264439e-01,0.000000000000000000e+00
-1.343526757243293845e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015686391443334946e-02,2.164686990710298908e-01,1.000000000000000000e+00
1.305450857701392575e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015826106433278281e-02,-1.484763665686528844e+00,0.000000000000000000e+00
1.040648007622722693e+00,1.104850881459847667e+00,1.461034881564278742e-01,-2.589737581432666413e+00,4.595018940363954085e-01,0.000000000000000000e+00
9.628206466677015074e-01,1.104850881459847667e+00,1.461034881564278742e-01,1.234626993423129093e+00,9.455682839671264439e-01,0.000000000000000000e+00
1.630997013891298586e+00,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631644352047530e+00,-1.484763665686528844e+00,1.000000000000000000e+00
-8.642241074593215444e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
8.432322627612054422e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-4.988151566339169563e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015841850963009635e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-7.455848377108136305e-01,5.754744048866657913e-01,1.461034881564278742e-01,-4.015843615378558024e-02,7.835461539902162098e-01,0.000000000000000000e+00
-1.353967012981162510e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,7.025350890017609817e-01,1.000000000000000000e+00
1.414598985870019865e+00,3.107861666000752976e-01,1.461034881564278742e-01,-5.276764247586930301e-01,-1.484763665686528844e+00,0.000000000000000000e+00
-1.081571249638588306e+00,3.107861666000752976e-01,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00
-4.143439965729792673e-01,1.104850881459847667e+00,1.461034881564278742e-01,3.847716338576235295e-01,9.455682839671264439e-01,0.000000000000000000e+00
-4.143439965729792673e-01,3.107861666000752976e-01,1.461034881564278742e-01,8.097017038690320634e-01,4.595018940363954085e-01,0.000000000000000000e+00
1.620556758153429922e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
3.266232941768851695e-03,3.107861666000752976e-01,1.461034881564278742e-01,1.234631910869780969e+00,-2.695976908597011446e-01,0.000000000000000000e+00
-5.310850380055111009e-01,1.104850881459847667e+00,1.461034881564278742e-01,-1.739878716199421582e+00,-1.484763665686528844e+00,0.000000000000000000e+00
-1.808619137079155448e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015834434048568685e-02,-1.484763665686528844e+00,1.000000000000000000e+00
1.264638948907905736e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,1.000000000000000000e+00
-1.297969277659866805e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-7.712109199764913825e-01,-1.277343263119469219e+00,1.461034881564278742e-01,5.273116231784725771e-01,-1.484763665686528844e+00,1.000000000000000000e+00
6.429691754257239600e-01,-1.277343263119469219e+00,1.738558090223224051e+00,1.234631994477467076e+00,-5.126308858250666622e-01,1.000000000000000000e+00
1.609167388257572995e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
9.628206466677015074e-01,1.104850881459847667e+00,1.461034881564278742e-01,-2.164808786210830505e+00,4.595018940363954085e-01,0.000000000000000000e+00
1.070070546520352828e+00,1.104850881459847667e+00,-3.038805715977164645e+00,1.234631957230997168e+00,4.595018940363954085e-01,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-2.463507906090919575e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015838354988023745e-02,4.595018940363954085e-01,0.000000000000000000e+00
6.467656320576762319e-01,-1.277343163477476118e+00,1.461034881564278742e-01,1.090316026135672800e+00,-5.126308858250666622e-01,1.000000000000000000e+00
1.062477633256448284e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631657530834037e+00,4.595018940363954085e-01,0.000000000000000000e+00
1.156439934897266486e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015844252773007744e-02,7.025350890017609817e-01,0.000000000000000000e+00
-1.034115541739184962e+00,5.754744048866657913e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
1.471545835349303832e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-5.158992114777021243e-01,-1.277343263119469219e+00,1.738558090223224051e+00,-1.569906726946399100e+00,-1.484763665686528844e+00,0.000000000000000000e+00
1.363346821338664583e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631929616935242e+00,9.455682839671264439e-01,1.000000000000000000e+00
1.305450857701392575e+00,1.104850881459847667e+00,3.331012692290019839e+00,-4.015859555664717806e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.326442702399508677e+00,1.104850881459847667e+00,1.461034881564278742e-01,-1.205285942321835529e-02,9.455682839671264439e-01,1.000000000000000000e+00
-1.690902539066925225e+00,9.725067623165519759e-01,1.461034881564278742e-01,3.657860332666849623e-01,9.455682839671264439e-01,0.000000000000000000e+00
-3.621427178836357785e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-2.589738856222238983e+00,4.595018940363954085e-01,0.000000000000000000e+00
2.092240052251787275e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
4.256220332464573097e-01,1.104850881459847667e+00,1.461034881564278742e-01,3.799895490785845306e-03,-7.556640807904322354e-01,0.000000000000000000e+00
1.042546235938698773e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631773880441319e+00,9.455682839671264439e-01,0.000000000000000000e+00
-9.050360162528083841e-01,2.692980311179391961e+00,1.461034881564278742e-01,-2.589738617199104809e+00,-1.484763665686528844e+00,0.000000000000000000e+00
1.264638948907905736e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,1.000000000000000000e+00
7.692013584381364177e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631998310237622e+00,4.595018940363954085e-01,1.000000000000000000e+00
4.835179968837292064e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-5.126308858250666622e-01,1.000000000000000000e+00
-1.738358246966328569e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015853113305394018e-02,9.455682839671264439e-01,0.000000000000000000e+00
-7.579233217646584864e-01,3.107861666000752976e-01,1.461034881564278742e-01,-4.015830451883852653e-02,-1.484763665686528844e+00,1.000000000000000000e+00
1.583541305991895243e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
1.633844356365262707e+00,3.107861666000752976e-01,1.461034881564278742e-01,5.252070880783851203e-01,-1.484763665686528844e+00,1.000000000000000000e+00
1.628149671417334243e+00,3.107869606639961368e-01,1.461034881564278742e-01,4.573208304849198380e-01,7.025350890017609817e-01,1.000000000000000000e+00
5.119914216233710791e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234631866392721600e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.350170556349210349e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,4.595018940363954085e-01,0.000000000000000000e+00
-2.767224436647099939e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00
3.269141608156986845e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631684832601772e+00,7.025350890017609817e-01,0.000000000000000000e+00
-1.338781186453353644e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-3.621427178836357785e-01,1.104850881459847667e+00,3.331012692290019839e+00,-2.589738856222238983e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.693749881540889568e+00,1.104850881459847667e+00,1.461034881564278742e-01,1.234631655739865774e+00,4.595018940363954085e-01,0.000000000000000000e+00
-1.081571249638588306e+00,-7.479667865462878984e-01,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-1.089164162902492849e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015849989313180490e-02,-7.556640807904322354e-01,0.000000000000000000e+00
-4.143439965729792673e-01,8.401626431732570621e-01,1.461034881564278742e-01,3.847716338576235295e-01,4.595018940363954085e-01,0.000000000000000000e+00
-9.819142630498415292e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
-9.126289295167128168e-01,-4.832785482596969606e-01,1.461034881564278742e-01,8.596935635746235649e-01,4.595018940363954085e-01,0.000000000000000000e+00
-7.712109199764913825e-01,-1.277343263119469219e+00,1.461034881564278742e-01,5.273116231784725771e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-1.495385022521384055e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,1.000000000000000000e+00
-1.094858847850421091e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631773880441319e+00,-7.556640807904322354e-01,0.000000000000000000e+00
-1.081571249638588306e+00,3.107861666000752976e-01,1.461034881564278742e-01,3.847716338576235295e-01,7.025350890017609817e-01,1.000000000000000000e+00
-1.103400875272313675e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.075755608827907300e-01,0.000000000000000000e+00
6.220886639499865201e-01,3.107861666000752976e-01,1.461034881564278742e-01,4.079540869129615333e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-8.205648561918706951e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015839791007781018e-02,7.025350890017609817e-01,0.000000000000000000e+00
1.719264630584188547e+00,1.104850881459847667e+00,1.461034881564278742e-01,-4.015846801372070785e-02,-1.484763665686528844e+00,0.000000000000000000e+00
4.408078597742663418e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.067968476377642917e+00,-1.484763665686528844e+00,1.000000000000000000e+00
1.482935205245160537e+00,-1.277343263119469219e+00,1.461034881564278742e-01,5.158175192461091907e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-1.328340930715484758e+00,-1.277343263119469219e+00,1.461034881564278742e-01,8.872054048148208388e-03,-7.556640807904322354e-01,1.000000000000000000e+00
-1.356814355455126853e+00,3.107861666000752976e-01,1.461034881564278742e-01,1.234631657530834037e+00,7.025350890017609817e-01,1.000000000000000000e+00
7.274403354866616489e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,9.455682839671264439e-01,0.000000000000000000e+00
6.220886639499865201e-01,3.107861666000752976e-01,1.461034881564278742e-01,1.234629081492993219e+00,-1.484763665686528844e+00,1.000000000000000000e+00
9.220087378742147788e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-1.739878716199421582e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.533376031262617123e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.847716338576235295e-01,-1.484763665686528844e+00,1.000000000000000000e+00
-7.076467138130013157e-02,3.107861666000752976e-01,1.461034881564278742e-01,-1.414240734870430075e-02,7.025350890017609817e-01,1.000000000000000000e+00
7.900818699138738577e-01,2.692980311179391961e+00,1.461034881564278742e-01,1.234631534857411062e+00,-1.484763665686528844e+00,1.000000000000000000e+00
4.341640606683498937e-01,3.107798141077664500e-01,1.461034881564278742e-01,1.234626674739997654e+00,-2.696015793752665202e-01,1.000000000000000000e+00
-1.533376031262617123e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,1.000000000000000000e+00
-3.858705718333373391e-01,1.104850881459847667e+00,1.461034881564278742e-01,-8.050325165842711073e-01,9.455682839671264439e-01,0.000000000000000000e+00
-9.477461533622711931e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,2.164686990710298908e-01,1.000000000000000000e+00
1.257046035644001414e+00,-3.659537407698786105e+00,1.461034881564278742e-01,1.043413281126849501e+00,4.595018940363954085e-01,0.000000000000000000e+00
5.110423074653830389e-01,-1.277343263119469219e+00,1.461034881564278742e-01,1.234631853554833736e+00,7.025350890017609817e-01,1.000000000000000000e+00
-1.100553532798349554e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-9.986972757557976976e-01,0.000000000000000000e+00
8.821459432387160904e-01,-1.277343263119469219e+00,1.461034881564278742e-01,3.631262820845366224e-01,-1.484763665686528844e+00,1.000000000000000000e+00
1.490528118509065081e+00,1.104850881459847667e+00,3.331012692290019839e+00,1.234631606634341017e+00,9.455682839671264439e-01,1.000000000000000000e+00
-9.050360162528083841e-01,1.369539119746438161e+00,1.461034881564278742e-01,-8.900185761766035153e-01,-1.484763665686528844e+00,0.000000000000000000e+00
-3.137378958262445061e-01,1.104850698901494566e+00,1.461034881564278742e-01,-2.052985058651862094e+00,7.835461539902162098e-01,0.000000000000000000e+00
-3.554989187777193305e-01,-3.659537407698786105e+00,1.461034881564278742e-01,7.484361675015132054e-01,9.455682839671264439e-01,0.000000000000000000e+00
5.926396826306462584e-02,-1.277343263119469219e+00,1.461034881564278742e-01,5.972365537781170186e-01,1.354576340825748015e-01,0.000000000000000000e+00
