# model,cylinder,fuel,transmission,type,Y_train
-2.340123065552471293e-01,1.104850881459847667e+00,-3.038805715977164645e+00,-4.015838412153294179e-02,9.455682839671264439e-01,0.000000000000000000e+00
1.583541305991895243e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
-1.003743888683567009e+00,-7.479667865462878984e-01,1.461034881564278742e-01,-6.229196488467848569e-01,-1.484763665686528844e+00,0.000000000000000000e+00
6.790355134292703765e-01,3.107861666000752976e-01,1.461034881564278742e-01,8.178736688665193544e-01,7.025350890017609817e-01,1.000000000000000000e+00
8.774003724487757783e-01,3.107861666000752976e-01,1.461034881564278742e-01,-2.002702280175551852e+00,7.025350890017609817e-01,1.000000000000000000e+00
4.493498871961589258e-01,1.104850881459847667e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-7.556640807904322354e-01,0.000000000000000000e+00
7.359823629085542329e-01,-1.277343263119469219e+00,1.461034881564278742e-01,7.676292381815601473e-01,-1.484763665686528844e+00,1.000000000000000000e+00
1.141254108369457620e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,-6.277518729139240916e-01,0.000000000000000000e+00
-1.299867505975842885e+00,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,7.025350890017609817e-01,1.000000000000000000e+00
1.583541305991895243e+00,3.107861666000752976e-01,1.461034881564278742e-01,-4.015843615378558024e-02,-1.484763665686528844e+00,0.000000000000000000e+00
1.323457584281455546e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-4.015843615378558024e-02,7.025350890017609817e-01,1.000000000000000000e+00
9.457365918239163394e-01,3.107861666000752976e-01,1.461034881564278742e-01,-1.165310329364449421e-01,-2.695976908597011446e-01,1.000000000000000000e+00
-8.499873950895006081e-01,-1.277343263119469219e+00,1.461034881564278742e-01,-8.900185761766035153e-01,-1.484763665686528844e+00,1.000000000000000000e+00
